datetime,name,rul_1,rul_2,rul_3,rul_4,rul_5,rul_6,rul_7,rul_8,rul_9,rul_10,rul_11,rul_12,rul_13,rul_14,rul_15,rul_16,rul_17,rul_18,rul_19,rul_20,rul_21,rul_22,rul_23,rul_24,abd_1,abd_2,abd_3,abd_4,abd_5,abd_6,abd_7,abd_8,abd_9,abd_10,abd_11,abd_12,abd_13,abd_14,abd_15,abd_16,abd_17,abd_18,abd_19,abd_20,abd_21,abd_22,abd_23,abd_24
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
